order_id,date,prod_price,prod_qty,client_id,prod_id
107;02-08-2019;915;10;84;7
108;27-07-2019;745;8;83;19
109;03-08-2019;648;8;47;3
110;24-05-2019;223;10;14;3
111;11-02-2019;901;7;54;8
112;15-05-2019;877;10;96;11
113;23-05-2019;999;10;45;8
114;15-03-2019;354;8;6;14
115;08-08-2019;519;10;98;20
116;13-01-2019;629;6;56;14
117;20-03-2019;738;1;66;11
118;10-12-2019;698;4;1;12
119;16-08-2019;397;4;76;14
120;07-04-2019;633;7;51;7
121;21-03-2019;875;1;25;15
122;05-07-2019;278;7;20;3
123;15-11-2019;794;10;49;12
124;23-06-2019;156;1;5;11
125;21-02-2019;453;6;90;16
126;15-10-2019;484;4;77;18
127;14-03-2019;761;2;97;13
128;25-10-2019;939;6;10;9
129;29-04-2019;631;2;61;10
130;23-12-2019;653;6;53;9
131;08-06-2019;374;4;60;20
132;28-11-2019;303;7;74;11
133;03-03-2019;236;2;70;8
134;16-09-2019;427;10;97;10
135;06-03-2019;493;7;31;6
136;23-02-2019;991;9;51;16
137;12-07-2019;901;8;36;8
138;19-11-2019;119;5;2;16
139;28-11-2019;681;10;83;18
140;15-09-2019;956;3;80;18
141;19-08-2019;785;3;18;3
142;09-01-2019;277;4;13;3
143;12-11-2019;296;5;63;8
144;01-03-2019;421;3;84;5
145;08-07-2019;309;8;72;17
146;24-04-2019;189;10;78;14
147;31-08-2019;180;2;31;6
148;02-11-2019;722;3;53;1
149;05-06-2019;994;10;99;12
150;22-12-2019;164;5;3;7
151;19-03-2019;102;4;1;10
152;30-07-2019;727;8;79;16
153;08-09-2019;357;9;97;9
154;06-11-2019;751;6;3;20
155;23-12-2019;946;4;26;18
156;16-07-2019;417;10;11;3
157;28-04-2019;565;9;14;8
158;06-03-2019;892;8;57;8
159;24-08-2019;628;10;17;2
160;18-06-2019;126;8;79;18
161;13-12-2019;467;3;2;11
162;29-09-2019;894;1;48;1
163;29-05-2019;981;6;39;19
164;10-04-2019;376;8;41;13
165;25-10-2019;915;6;65;10
166;22-08-2019;883;7;58;4
167;20-10-2019;736;6;50;1
168;07-07-2019;383;3;52;11
169;04-01-2019;345;5;61;4
170;25-09-2019;781;9;8;12
171;08-10-2019;205;7;58;10
172;21-06-2019;992;6;98;1
173;14-02-2019;433;3;83;15
174;26-05-2019;480;9;6;3
175;06-08-2019;806;9;12;19
176;11-09-2019;670;5;32;9
177;07-01-2019;205;3;48;6
178;11-09-2019;224;3;58;8
179;29-04-2019;685;1;26;5
180;18-10-2019;871;5;44;3
181;01-07-2019;648;2;100;3
182;10-10-2019;355;8;28;16
183;31-01-2019;719;10;11;2
184;05-01-2019;792;10;66;17
185;13-10-2019;549;5;95;6
186;13-07-2019;193;5;77;3
187;13-03-2019;592;4;80;11
188;26-01-2019;123;3;21;9
189;05-01-2019;279;3;96;18
190;09-03-2019;778;5;83;9
191;21-12-2019;488;5;61;10
192;30-08-2019;790;1;90;18
193;16-11-2019;508;7;48;6
194;08-03-2019;578;5;51;11
195;22-05-2019;170;3;17;19
196;24-02-2019;160;10;22;2
197;26-11-2019;736;1;80;4
198;30-10-2019;363;4;35;10
199;19-11-2019;473;5;36;12
200;29-10-2019;405;3;2;8
201;05-09-2019;370;5;62;14
202;07-12-2019;176;2;24;15
203;14-07-2019;733;10;29;19
204;30-08-2019;268;1;35;12
205;26-01-2019;488;10;55;2
206;31-05-2019;213;4;6;17
207;27-01-2019;744;6;4;12
208;29-06-2019;308;7;88;19
209;09-10-2019;369;1;39;12
210;22-09-2019;237;2;76;19
211;19-09-2019;920;8;41;11
212;22-11-2019;475;9;16;18
213;21-12-2019;269;6;99;15
214;23-01-2019;245;7;47;4
215;04-07-2019;495;7;14;14
216;05-08-2019;604;3;85;18
217;09-03-2019;308;4;17;2
218;07-12-2019;760;1;63;19
219;21-06-2019;545;8;2;1
220;22-03-2019;565;6;40;5
221;20-03-2019;745;8;100;4
222;24-04-2019;400;6;18;7
223;14-12-2019;633;7;69;5
224;19-12-2019;527;10;5;15
225;06-05-2019;204;8;16;12
226;02-03-2019;663;4;100;12
227;12-07-2019;780;2;95;2
228;21-01-2019;419;6;79;15
229;15-11-2019;109;5;98;8
230;01-06-2019;450;10;15;5
231;29-06-2019;653;10;92;18
232;13-06-2019;323;8;45;14
233;22-03-2019;533;6;74;7
234;30-01-2019;690;6;29;20
235;24-03-2019;796;10;16;6
236;29-08-2019;829;4;96;1
237;19-05-2019;706;9;80;6
238;19-06-2019;975;2;44;13
239;08-02-2019;436;2;89;15
240;14-07-2019;500;6;61;2
241;16-12-2019;437;5;95;14
242;15-01-2019;107;7;82;14
243;15-02-2019;363;7;45;9
244;16-08-2019;917;5;73;7
245;27-08-2019;764;5;30;13
246;14-05-2019;193;1;42;4
247;21-04-2019;243;4;26;9
248;20-01-2019;913;3;83;18
249;27-05-2019;892;3;39;20
250;04-07-2019;738;4;52;14
251;11-06-2019;280;1;67;17
252;01-01-2019;991;1;12;3
253;08-03-2019;397;4;31;1
254;05-08-2019;601;3;42;1
255;12-12-2019;879;5;73;11
256;20-01-2019;784;1;42;10
257;02-09-2019;382;2;78;6
258;22-08-2019;502;9;60;5
259;19-03-2019;405;3;27;18
260;25-04-2019;949;4;4;19
261;06-02-2019;304;5;34;17
262;25-05-2019;179;4;29;6
263;17-05-2019;488;1;39;11
264;16-01-2019;696;6;52;12
265;24-09-2019;344;2;59;5
266;26-04-2019;819;5;75;10
267;09-03-2019;825;7;60;15
268;01-04-2019;921;5;79;11
269;14-11-2019;260;4;69;11
270;09-11-2019;789;9;78;3
271;29-07-2019;890;8;60;7
272;23-03-2019;745;2;31;14
273;15-02-2019;858;7;22;7
274;18-11-2019;504;3;73;12
275;17-09-2019;868;10;91;18
276;11-06-2019;258;5;78;18
277;01-08-2019;606;9;87;10
278;12-04-2019;269;1;49;15
279;08-07-2019;675;6;70;19
280;02-12-2019;414;1;53;1
281;26-09-2019;603;9;5;10
282;26-08-2019;689;4;97;10
283;18-11-2019;109;3;65;6
284;03-07-2019;292;2;82;8
285;19-02-2019;364;6;40;13
286;03-05-2019;173;3;37;7
287;06-10-2019;184;8;24;3
288;25-03-2019;234;5;61;8
289;19-12-2019;499;8;67;7
290;21-11-2019;287;9;68;10
291;26-03-2019;954;2;73;5
292;05-07-2019;178;10;29;9
293;25-07-2019;818;6;28;10
294;08-08-2019;289;7;50;2
295;28-01-2019;493;2;84;11
296;17-03-2019;985;6;41;1
297;09-10-2019;146;5;39;15
298;20-11-2019;849;6;1;5
299;12-12-2019;702;8;44;15
300;29-08-2019;830;6;22;14
301;19-04-2019;463;8;32;5
302;25-11-2019;893;5;52;16
303;21-03-2019;267;9;72;12
304;12-06-2019;259;9;62;14
305;13-07-2019;929;6;86;13
306;17-08-2019;141;6;44;14
307;25-07-2019;747;3;25;1
308;28-05-2019;560;9;29;7
309;05-11-2019;655;10;93;9
310;09-02-2019;287;10;28;20
311;18-10-2019;287;3;59;1
312;02-09-2019;131;1;92;8
313;31-01-2019;594;10;35;3
314;14-03-2019;503;8;17;6
315;08-04-2019;156;4;94;20
316;27-09-2019;124;4;44;15
317;22-08-2019;763;4;5;7
318;21-06-2019;605;5;84;7
319;25-11-2019;407;6;60;2
320;15-10-2019;857;8;97;8
321;09-01-2019;774;5;98;14
322;17-08-2019;689;2;55;6
323;07-09-2019;319;6;86;6
324;27-04-2019;908;4;88;7
325;19-09-2019;770;10;61;13
326;10-10-2019;627;8;99;1
327;03-04-2019;372;9;1;8
328;22-02-2019;318;9;89;20
329;08-09-2019;202;9;40;8
330;18-06-2019;171;4;15;2
331;16-10-2019;525;3;46;4
332;01-03-2019;920;3;97;18
333;24-11-2019;341;9;87;4
334;03-11-2019;681;2;15;17
335;08-07-2019;423;3;54;1
336;11-01-2019;865;1;10;1
337;07-03-2019;690;9;100;19
338;01-09-2019;775;5;69;17
339;05-12-2019;980;7;79;4
340;17-08-2019;401;3;44;11
341;21-10-2019;182;10;29;13
342;23-01-2019;564;7;27;14
343;10-12-2019;643;6;93;1
344;07-04-2019;577;10;16;18
345;08-03-2019;967;3;80;15
346;13-10-2019;287;8;46;19
347;12-01-2019;241;5;59;4
348;19-02-2019;805;10;65;4
349;09-05-2019;983;9;95;16
350;06-11-2019;490;6;59;13
351;04-03-2019;771;5;62;13
352;07-03-2019;749;3;80;7
353;17-05-2019;743;9;24;5
354;24-12-2019;329;4;3;19
355;11-01-2019;746;7;59;20
356;12-10-2019;102;4;53;3
357;06-09-2019;937;4;22;3
358;12-08-2019;715;7;33;2
359;09-01-2019;816;5;17;13
360;24-11-2019;257;2;98;10
361;29-05-2019;502;6;38;14
362;15-01-2019;801;8;46;18
363;01-10-2019;405;1;32;8
364;17-03-2019;524;4;7;15
365;04-12-2019;397;4;19;20
366;13-03-2019;601;5;56;2
367;04-10-2019;645;3;82;13
368;26-05-2019;568;7;35;3
369;16-05-2019;725;7;18;10
370;14-06-2019;991;3;63;14
371;30-01-2019;824;5;36;20
372;29-08-2019;436;1;16;5
373;06-08-2019;732;3;4;2
374;27-08-2019;582;4;29;10
375;03-05-2019;700;2;100;5
376;15-08-2019;813;3;82;2
377;05-11-2019;674;10;11;12
378;22-01-2019;799;8;60;19
379;23-05-2019;680;2;94;5
380;20-11-2019;592;2;56;6
381;06-05-2019;737;2;92;16
382;20-05-2019;540;5;69;20
383;16-12-2019;270;2;42;8
384;29-11-2019;845;7;51;19
385;07-01-2019;117;3;79;9
386;05-09-2019;634;4;99;19
387;04-03-2019;959;9;11;20
388;23-06-2019;131;7;91;1
389;09-06-2019;561;6;78;3
390;16-03-2019;223;4;7;16
391;28-04-2019;258;7;12;3
392;24-12-2019;374;2;14;6
393;30-05-2019;320;8;41;3
394;18-04-2019;451;7;90;5
395;15-06-2019;711;8;39;8
396;27-12-2019;803;9;6;9
397;14-05-2019;359;5;26;2
398;13-12-2019;368;1;6;10
399;10-10-2019;122;8;39;12
400;09-08-2019;678;2;49;12
401;14-12-2019;447;1;41;12
402;17-12-2019;380;2;90;13
403;27-10-2019;252;3;32;10
404;14-08-2019;638;9;65;8
405;31-01-2019;734;8;63;15
406;15-05-2019;862;5;80;19
407;24-06-2019;641;8;30;3
408;04-05-2019;408;6;53;17
409;15-05-2019;713;2;12;1
410;16-06-2019;272;3;17;19
411;21-05-2019;748;10;26;16
412;28-01-2019;253;3;48;9
413;22-09-2019;187;10;79;18
414;24-04-2019;522;3;87;13
415;31-12-2019;405;3;86;14
416;25-09-2019;713;2;51;12
417;10-05-2019;545;5;14;12
418;30-11-2019;325;1;17;18
419;09-06-2019;762;9;32;19
420;13-03-2019;722;3;62;15
421;19-08-2019;144;1;6;7
422;08-08-2019;920;9;32;1
423;10-03-2019;764;5;36;20
424;02-12-2019;183;8;67;18
425;17-04-2019;708;6;43;8
426;02-10-2019;771;10;99;9
427;29-07-2019;668;5;56;2
428;31-05-2019;427;10;56;8
429;28-06-2019;816;10;100;11
430;04-05-2019;521;3;36;7
431;12-05-2019;803;8;66;13
432;17-04-2019;289;7;8;14
433;04-02-2019;691;9;19;10
434;17-08-2019;562;4;23;9
435;13-12-2019;231;3;92;14
436;09-06-2019;321;2;87;16
437;05-11-2019;747;2;18;18
438;26-09-2019;227;9;2;5
439;05-11-2019;667;5;32;5
440;22-01-2019;635;2;40;3
441;19-05-2019;387;7;46;2
442;11-10-2019;998;8;61;18
443;14-06-2019;813;9;35;9
444;11-12-2019;970;10;99;4
445;08-05-2019;196;2;96;5
446;23-12-2019;654;10;31;19
447;22-11-2019;688;1;14;18
448;30-09-2019;605;9;27;8
449;01-07-2019;276;9;49;18
450;24-11-2019;125;3;42;12
451;08-12-2019;946;2;14;19
452;06-12-2019;708;10;13;19
453;24-08-2019;964;10;4;1
454;02-07-2019;429;7;40;16
455;18-09-2019;725;10;42;15
456;05-10-2019;975;5;88;17
457;21-10-2019;602;4;60;19
458;27-07-2019;646;9;67;13
459;29-09-2019;210;6;55;15
460;27-05-2019;668;7;88;4
461;15-06-2019;209;3;2;19
462;19-12-2019;179;6;77;9
463;31-03-2019;394;1;18;5
464;15-07-2019;872;9;47;5
465;08-11-2019;506;1;35;15
466;01-08-2019;465;3;73;10
467;26-09-2019;872;2;31;8
468;10-04-2019;628;8;50;16
469;01-04-2019;104;7;63;9
470;24-11-2019;353;10;26;10
471;12-12-2019;257;5;100;20
472;08-09-2019;744;9;59;3
473;14-01-2019;821;9;36;13
474;10-04-2019;391;5;63;18
475;23-01-2019;360;8;70;1
476;26-01-2019;993;4;88;2
477;26-02-2019;714;1;62;10
478;13-04-2019;721;9;10;11
479;19-01-2019;187;4;47;7
480;19-06-2019;296;2;57;19
481;13-08-2019;557;10;20;7
482;03-12-2019;551;10;25;13
483;08-03-2019;771;5;2;4
484;19-04-2019;722;5;86;9
485;21-10-2019;554;10;32;16
486;29-07-2019;494;5;17;18
487;14-01-2019;912;1;25;3
488;25-06-2019;246;3;59;5
489;11-04-2019;649;4;45;4
490;12-02-2019;377;3;95;12
491;29-12-2019;195;9;27;13
492;06-12-2019;805;7;89;14
493;01-09-2019;248;9;77;18
494;29-12-2019;996;3;50;7
495;07-08-2019;260;5;38;2
496;16-06-2019;419;9;77;11
497;31-01-2019;534;5;61;7
498;09-01-2019;210;4;52;15
499;08-02-2019;979;5;74;18
500;04-12-2019;241;8;40;12
501;04-10-2019;965;4;16;12
502;05-11-2019;831;2;71;6
503;14-09-2019;586;8;76;13
504;12-06-2019;412;9;20;6
505;18-04-2019;649;6;5;14
506;30-11-2019;810;2;83;13
507;13-04-2019;480;9;58;15
508;28-07-2019;792;3;28;20
509;31-10-2019;316;9;95;8
510;14-01-2019;984;2;10;6
511;02-03-2019;272;4;77;9
512;16-03-2019;824;8;83;7
513;05-03-2019;933;2;68;4
514;02-02-2019;964;7;86;8
515;10-09-2019;977;9;35;3
516;28-08-2019;560;10;4;10
517;10-09-2019;228;6;77;8
518;20-05-2019;327;8;95;2
519;31-01-2019;300;2;35;2
520;03-11-2019;324;7;73;6
521;02-08-2019;833;7;35;5
522;09-08-2019;480;2;71;18
523;28-08-2019;550;3;57;3
524;01-08-2019;604;6;30;14
525;27-04-2019;704;7;20;1
526;25-02-2019;850;1;40;8
527;11-11-2019;555;5;90;14
528;05-09-2019;478;4;41;5
529;19-12-2019;616;1;99;1
530;04-03-2019;594;2;7;18
531;18-02-2019;382;6;97;4
532;16-09-2019;291;1;22;1
533;04-05-2019;763;7;51;4
534;05-11-2019;309;7;12;7
535;26-10-2019;135;3;70;9
536;28-04-2019;897;7;67;3
537;09-09-2019;220;5;43;19
538;08-04-2019;176;3;76;11
539;12-12-2019;224;9;30;5
540;03-01-2019;432;8;59;2
541;06-02-2019;561;9;43;8
542;03-07-2019;149;6;59;1
543;14-03-2019;633;6;40;5
544;26-04-2019;893;7;14;18
545;25-10-2019;346;10;49;1
546;15-10-2019;583;2;27;15
547;22-01-2019;231;8;1;3
548;18-07-2019;421;2;36;9
549;25-05-2019;411;6;26;19
550;16-11-2019;534;7;77;1
551;06-12-2019;252;8;66;15
552;17-11-2019;643;7;99;13
553;05-03-2019;148;2;5;12
554;25-09-2019;829;10;12;8
555;15-04-2019;629;5;77;5
556;19-11-2019;401;1;2;9
557;06-04-2019;849;2;57;15
558;08-10-2019;891;5;44;5
559;10-02-2019;857;8;22;4
560;21-06-2019;435;2;32;11
561;14-03-2019;187;7;87;18
562;05-02-2019;723;10;70;8
563;10-04-2019;783;3;72;14
564;04-10-2019;890;5;29;6
565;27-12-2019;510;8;76;8
566;29-08-2019;273;3;95;13
567;26-09-2019;703;9;97;18
568;02-01-2019;526;3;95;8
569;19-02-2019;230;4;26;16
570;18-01-2019;946;4;100;14
571;23-03-2019;570;1;49;16
572;02-06-2019;378;7;88;6
573;10-08-2019;559;4;43;16
574;25-02-2019;728;7;20;6
575;15-02-2019;722;8;33;14
576;04-09-2019;500;7;44;8
577;09-01-2019;291;4;18;1
578;23-10-2019;146;9;78;6
579;15-01-2019;170;6;16;7
580;03-08-2019;411;10;19;16
581;01-10-2019;134;7;58;16
582;13-01-2019;263;7;53;13
583;05-02-2019;399;9;69;9
584;29-10-2019;294;1;46;13
585;04-07-2019;251;7;7;4
586;17-01-2019;276;4;81;14
587;08-12-2019;171;6;63;2
588;17-02-2019;494;7;71;17
589;09-05-2019;200;10;14;3
590;18-06-2019;638;3;59;20
591;07-07-2019;121;5;96;10
592;28-09-2019;632;1;33;1
593;16-01-2019;513;3;59;19
594;28-01-2019;124;6;36;3
595;19-09-2019;319;9;92;2
596;21-07-2019;465;2;46;16
597;29-03-2019;557;4;38;4
598;16-03-2019;308;7;22;16
599;29-10-2019;178;1;93;12
600;08-08-2019;624;10;45;12
601;24-07-2019;959;8;95;9
602;07-02-2019;844;7;97;12
603;01-07-2019;484;4;36;15
604;31-01-2019;417;5;80;11
605;29-03-2019;420;7;60;4
606;24-06-2019;248;6;89;10
607;23-08-2019;722;5;45;11
608;24-10-2019;713;8;12;11
609;28-11-2019;942;8;53;5
610;28-07-2019;314;1;100;19
611;17-07-2019;966;4;60;9
612;22-02-2019;181;7;62;13
613;01-10-2019;995;8;65;19
614;09-12-2019;524;8;70;2
615;14-04-2019;678;10;76;16
616;16-06-2019;906;8;61;14
617;05-04-2019;495;2;13;14
618;14-12-2019;348;9;53;2
619;09-02-2019;680;8;30;11
620;17-06-2019;179;6;91;20
621;11-07-2019;103;3;48;9
622;21-03-2019;847;4;83;1
623;28-09-2019;953;5;52;17
624;29-04-2019;457;8;24;2
625;27-03-2019;152;7;73;10
626;08-03-2019;206;1;92;4
627;01-11-2019;905;3;15;16
628;27-12-2019;522;6;93;6
629;01-03-2019;168;2;19;19
630;04-05-2019;586;2;63;13
631;25-01-2019;910;4;63;5
632;09-01-2019;275;4;65;16
633;09-03-2019;317;3;28;3
634;14-08-2019;723;9;59;10
635;20-03-2019;222;2;91;17
636;06-03-2019;162;1;10;7
637;27-11-2019;642;7;41;14
638;27-08-2019;499;8;48;11
639;22-06-2019;546;9;51;1
640;11-01-2019;840;8;24;11
641;01-06-2019;663;7;89;17
642;20-08-2019;283;5;64;13
643;27-04-2019;631;7;62;6
644;11-12-2019;941;3;52;14
645;14-08-2019;705;7;25;19
646;11-03-2019;913;6;79;16
647;02-06-2019;264;6;33;3
648;05-02-2019;620;7;49;19
649;01-11-2019;846;8;10;4
650;07-05-2019;824;9;42;4
651;08-06-2019;980;1;7;8
652;24-05-2019;868;7;25;20
653;26-04-2019;346;4;50;1
654;13-08-2019;761;4;67;18
655;08-10-2019;275;7;66;8
656;08-02-2019;612;9;83;13
657;17-06-2019;666;10;55;5
658;02-10-2019;431;7;15;2
659;27-01-2019;508;4;70;17
660;22-10-2019;795;6;2;15
661;14-01-2019;406;5;18;6
662;04-03-2019;779;10;19;14
663;16-10-2019;859;5;81;10
664;08-10-2019;809;2;79;4
665;27-02-2019;489;1;97;10
666;29-05-2019;196;2;6;9
667;25-01-2019;881;1;9;13
668;18-06-2019;211;6;62;5
669;14-05-2019;653;5;97;8
670;25-11-2019;486;10;96;2
671;04-06-2019;453;3;98;8
672;06-11-2019;450;5;41;19
673;04-10-2019;814;2;42;8
674;24-11-2019;607;7;74;6
675;06-05-2019;587;8;97;4
676;05-01-2019;430;9;74;8
677;01-10-2019;492;8;56;2
678;27-08-2019;861;4;84;16
679;17-12-2019;278;6;70;16
680;16-05-2019;896;8;31;5
681;03-04-2019;453;5;88;6
682;11-03-2019;844;1;33;9
683;27-03-2019;326;10;56;20
684;02-03-2019;308;10;31;17
685;07-03-2019;800;1;82;16
686;15-05-2019;267;8;41;11
687;01-06-2019;759;1;28;13
688;02-02-2019;945;8;56;7
689;23-12-2019;885;3;49;2
690;15-07-2019;784;10;82;19
691;30-04-2019;945;5;37;19
692;16-04-2019;682;10;95;5
693;21-02-2019;134;6;24;4
694;03-08-2019;728;9;88;16
695;02-02-2019;220;10;4;13
696;14-04-2019;794;2;45;15
697;27-12-2019;589;2;32;18
698;16-04-2019;871;7;81;16
699;30-03-2019;549;4;90;4
700;29-01-2019;239;6;24;9
701;28-06-2019;994;9;75;11
702;04-10-2019;230;5;58;9
703;11-04-2019;401;4;81;10
704;29-04-2019;477;9;19;4
705;08-06-2019;531;6;49;7
706;13-02-2019;171;2;99;13
707;11-08-2019;130;3;73;20
708;15-09-2019;507;10;92;5
709;16-04-2019;113;8;81;6
710;24-05-2019;138;7;82;10
711;07-05-2019;513;2;95;8
712;10-12-2019;329;7;16;17
713;04-05-2019;196;4;42;19
714;05-09-2019;666;1;65;12
715;02-12-2019;783;4;80;12
716;30-11-2019;969;9;35;15
717;12-08-2019;419;9;14;13
718;20-01-2019;239;6;6;8
719;01-09-2019;445;3;66;3
720;03-07-2019;130;8;92;14
721;16-03-2019;321;10;34;20
722;20-09-2019;595;8;67;19
723;16-04-2019;152;7;48;6
724;19-08-2019;741;9;61;3
725;17-04-2019;243;6;36;1
726;16-05-2019;234;5;21;17
727;09-05-2019;483;10;56;9
728;11-12-2019;550;1;40;4
729;07-06-2019;127;6;17;18
730;10-11-2019;357;3;41;2
731;22-01-2019;164;4;74;20
732;27-03-2019;853;10;69;7
733;21-04-2019;715;6;33;17
734;31-03-2019;721;1;56;5
735;24-03-2019;865;10;40;14
736;25-06-2019;669;5;64;9
737;30-10-2019;129;9;72;20
738;02-07-2019;475;7;14;16
739;28-09-2019;762;3;41;13
740;21-08-2019;804;7;24;2
741;06-08-2019;486;1;5;14
742;10-01-2019;398;4;42;2
743;31-07-2019;189;3;84;17
744;04-09-2019;758;6;96;19
745;12-01-2019;604;7;75;18
746;08-07-2019;770;2;45;8
747;16-12-2019;355;8;98;18
748;25-01-2019;587;4;83;16
749;04-03-2019;515;6;74;8
750;12-02-2019;313;1;18;12
751;12-12-2019;896;9;36;19
752;13-11-2019;829;9;48;1
753;30-06-2019;841;4;55;4
754;25-08-2019;772;7;52;1
755;15-07-2019;520;9;48;11
756;25-06-2019;510;4;97;10
757;19-06-2019;866;7;66;3
758;07-08-2019;276;6;9;15
759;05-01-2019;208;4;100;9
760;18-03-2019;202;7;86;20
761;20-04-2019;370;3;63;17
762;13-06-2019;171;7;51;7
763;07-11-2019;982;6;66;7
764;04-02-2019;347;7;43;13
765;18-07-2019;512;1;56;5
766;09-09-2019;260;8;86;5
767;10-09-2019;196;9;85;10
768;24-11-2019;270;6;68;17
769;04-04-2019;632;1;15;8
770;23-04-2019;425;10;38;11
771;07-12-2019;369;10;17;1
772;15-03-2019;218;9;7;14
773;21-12-2019;232;5;61;10
774;15-10-2019;664;5;76;12
775;13-09-2019;565;7;46;20
776;09-11-2019;550;6;7;10
777;10-04-2019;832;6;44;11
778;28-02-2019;707;8;23;4
779;02-10-2019;990;8;57;16
780;01-07-2019;439;1;52;14
781;21-11-2019;830;7;49;17
782;16-03-2019;968;1;85;15
783;21-09-2019;591;5;74;4
784;13-03-2019;465;8;29;13
785;30-03-2019;846;6;19;7
786;04-02-2019;797;2;59;2
787;03-03-2019;245;3;27;15
788;11-03-2019;428;2;70;8
789;11-04-2019;200;10;54;1
790;27-05-2019;627;8;55;17
791;01-01-2019;707;6;18;3
792;25-09-2019;154;4;67;8
793;05-01-2019;214;8;82;18
794;10-08-2019;775;1;26;8
795;12-08-2019;370;2;3;20
796;26-10-2019;224;10;98;5
797;13-05-2019;616;7;17;10
798;06-05-2019;188;5;60;6
799;22-03-2019;729;8;49;16
800;27-11-2019;863;5;61;3
801;15-01-2019;553;3;76;7
802;11-05-2019;428;8;21;3
803;19-06-2019;664;9;12;1
804;23-10-2019;856;4;18;11
805;15-03-2019;204;5;41;14
806;31-07-2019;589;9;87;16
807;06-09-2019;983;10;72;19
808;17-04-2019;321;10;18;19
809;01-08-2019;762;6;39;12
810;04-02-2019;939;1;47;3
811;01-12-2019;268;10;24;19
812;11-05-2019;281;7;93;1
813;24-01-2019;833;5;63;15
814;23-02-2019;473;4;55;12
815;05-07-2019;357;6;75;6
816;01-10-2019;432;4;64;1
817;21-03-2019;423;7;97;5
818;19-09-2019;631;4;94;10
819;09-04-2019;997;10;2;7
820;11-04-2019;142;3;2;19
